ID,Tweets,Labels
MA_YT3356,ith santhosh panditinte padathine eyu ayalath pokoola,NOT
MA_YT3357,dialogue paranja alu thonda potty chatho entho,NOT
MA_YT3358,avatalude karachil kelkan thanne enthoru sugham,NOT
MA_YT3359,ith thelikan kanicha mikav enthey valayar case lu kandilla,NOT
MA_YT3360,kore divasam ayi jolly aunty de vivarom onnum illayirunnu,NOT
MA_YT3361,ithrem ale konna avalk swantham thalayile penine kollan pattile..thala manthunnu,NOT
MA_YT3362,URL cynide bomb anu,OFF
MA_YT3363,case ithu vare theernilleâ€¦avale angu thooky koll,NOT
MA_YT3364,ente abiprayathil thelivedup nirthy ivare valla kokkayilum thallanam,NOT
MA_YT3365,jolly aunty poli anu,NOT
MA_YT3366,dress ano coveril oro kallatharanga paranju veetil vann dress okke edukalo le,NOT
MA_YT3367,5-6 alukale konnavale theety potty ketty ezunullich nadanoda narikale,OFF
MA_YT3368,ivale angu thooki konnude veruthey manushyane menakeduthan,NOT
MA_YT3369,joli sundari ayallo eye brow okke thread cheythittund,NOT
MA_YT3370,nalla adipoli bakshanam kayichu police vandiyil karangam,NOT
MA_YT3371,kore nalaallo ith.. Ithu vare churulayinjille,NOT
MA_YT3372,ithra valya athmarthatha onnum ningalk walayar case lu illalo ,NOT
MA_YT3373,ith onnum vendayirunnu  ennu thonunundakum jolik,NOT
MA_YT3374,joli paranjath media kare akuthu kayatty edukathey ennanu,NOT
MA_YT3375,oru panik oru kuppy ennanu kanak,OFF
MA_YT3376,koodathayi kudumbakar okke ithra pottanmar ano? Aval ullapo annallo ellarm marichath..eth pottanum aloichal manasilakum,OFF
MA_YT3377,ival chumma sadaranakarude nikuthy panam thinnu koyukkum,NOT
MA_YT3378,joli thevidichi nannayi ayinjadi koothichi... shavam,OFF
MA_YT3379,oro varav veetil pokumpoyum oro dress kondakum pokunnath alle..sugavasamalle,NOT
MA_YT3380,sechi nannayalloâ€¦onnu minungittund poori mol,OFF
MA_YT3381,idhippo tour alle arrest allallo,NOT
MA_YT3382,ellavarudem perokke marannu poyi eni ellam randamath padikanam,NOT
MA_YT3383,kurach divasamayi ivalude vivarom onnum illayirunnu ,NOT
MA_YT3384,ival parayunnath ellam kallam anu.ithrem pere konna ival parayunnath pacha kallam anu,NOT
MA_YT3385,10 alla 10000 pere konnalum ivde arum onnum cheyyan ponilla,NOT
MA_YT3386,jollide thalel ake pen anu arelum oru cheep kodukku,NOT
MA_YT3387,jolly matham mariyo thattathin marayath anallo,NOT
MA_YT3388,jolli chechiyude kambi kathakalk vendi kathirikunnu,OFF
MA_YT3389,nammal marannu thudangiyathayirunnu jolly chechiye..URL vannu le,NOT
MA_YT3390,aval veetil police escortodu koode dress edukan vannatha,NOT
MA_YT3391,adhyam adichu avalude anappallu theriURL,OFF
MA_YT3392,mathew manjadi jolli auntye nannayi kalichirunnu ennu saram,OFF
MA_YT3393,ithu veruthey samayam kalayal anu..aval angu thooki kollu,NOT
MA_YT3394,ith vare churul ayinjilla joly chechi parayan paranju,NOT
MA_YT3395,ivar enganeyanu jayilil ninnu thread cheythey?,NOT
MA_YT3396,otta chodyam. Thooki kollumo atho pushpam pole irangi varumo,NOT
MA_YT3397,ithu pole valayar case followup cheyanillalo..pavam a kuttykal,NOT
MA_YT3398,koothichi..vishadamaya thelivedup in 30 min..woow police,OFF
MA_YT3399,ezuthapuram vayich news undakatheda,NOT
MA_YT3400,kayyile coveril cynide ano sechi,NOT
MA_YT3401,valayar prathikale pole maranam anivaryamaya chilarund,NOT
MA_YT3402,ee penumURL enthina mukham marakunnath.purathirangit areyelu kollan undo,NOT
MA_YT3403,kayarillenkil changala enkilum kalil idan pattumo,NOT
MA_YT3404,aunty de coveril police ne kollan ulla cynide akum,NOT
MA_YT3405,avalk ippo natukar ariyunathil valiya nanaked und,NOT
MA_YT3406,e aunty epoyum entha mukham marach nadakunath,NOT
MA_YT3407,eni enth theliv anu vendath..ulla theliv vech avale angu thooki koll,NOT
MA_YT3408,avark thanne thonunundakm ethrem petten case kayinj jailil poyiirunnal mathi ennu,NOT
MA_YT3409,pavam joli aunte pedich karyunnu,NOT
MA_YT3410,aiwa kannada okke vech thread cheyth freak pennayallo,NOT
MA_YT3411,chechi glass okke vech sundari ayittund,NOT
MA_YT3412,ivale pourathan radd cheyth pakistanilek ayakanam,NOT
MA_YT3413,ponnamattom myr ithu vare theernille thendi,OFF
MA_YT3414,vannalo vanamala..ippo nalla sughanu le verthey karangi nadakunnu,NOT
MA_YT3415,ee vartha kore neram ayit veendum veendum parayanallo,NOT
MA_YT3416,avale angot petrl oyich kathichoode,OFF
MA_YT3417,avale kandal chanakam vari eriyanam,OFF
MA_YT3418,nannayi thadi koodi aharam control cheyyanam,NOT
MA_YT3419,veruthey thinnu koyukunnu e thalla..nalla thallu kodukanam,OFF
MA_YT3420,ivale onnum niyamathin vittu kodukaruth spottil konnu kalayanam,OFF
MA_YT3421,joliye purathiraki manushyane kollanulla kazivu janangalk upakaram ulla reethiyil valayar case lu upayogikanam ,OFF
MA_YT3422,ivale undakiya neram joseph nu kurachu elam nattal porayirunno,OFF
MA_YT3423,illatha karyangal undaki parayan ningalude reportere nanayi parisheeliURL,NOT
MA_YT3424,jolli nalla visham ayirunnu ennu thonunnu,NOT
MA_YT3425,madyam koduth kalikan ivalara kalikudkayo?,OFF
MA_YT3426,ivalude achanem arrest cheyth chodyam cheyyanm,NOT
MA_YT3427,puthiyath vallathum undel para ente manoramee,NOT
MA_YT3428,e churulinte length ethra anu..ayichitum ayichitum theerunilallo daiyvame,NOT
MA_YT3429,ithu kondanu shammi ellarodum orumich bakshanam kazikan paranjath,NOT
MA_YT3430,eni jolyum chamiyum koode kalyanam kayikum,OFF
MA_YT3431,5cent bhoomi mathram thanna daivathinu nanni,NOT
MA_YT3432,manorogiyonumalla bhudiparamayanu karyangal neekiyath,NOT
MA_YT3433,pavam a kunjine veruthe vittudarno avalk,NOT
MA_YT3434,dislike adichath ellam jolide banthukal ayirikkum,NOT
MA_YT3435,ingane kola nadathy URL ethra alukal undakum,NOT
MA_YT3436,joliye maradu flatil thazathey nilayil iruthy flat polikanm,NOT
MA_YT3437,govindachamik peediURL ivale kodukanam,OFF
MA_YT3438,adya randu maranam postmortem cheythirunel baki oyivakamayirunnu,NOT
MA_YT3439,avale theruvil ittu public ayi erinju kollanam,OFF
MA_YT3440,manasikam onnum alla nalla thallu kittathathinte sukeda,NOT
MA_YT3441,ithokke kanumpo avde parama sugham anennu thonunnu..chechi ente peru koode kooty para,NOT
MA_YT3442,ivale onnum thooki kollaruth pachak kathikanm,OFF
MA_YT3443,cynade kandethan hosURL kark kazinjilla ennath avishwasaneeyam,NOT
MA_YT3444,aloor irangind..avante thalel idi thee veeyane eeshwara,NOT
MA_YT3445,govindachamiye pole kore kayiyumpol thadichu koyuthu varum,NOT
MA_YT3446,jayilil ittu theeta koduth valartha ano plan,NOT
MA_YT3447,adipoli channel thendikal avare manoroghiyaki,NOT
MA_YT3448,ivale oke kalum kayyum kothy ittu jeevikan anuvathikuka,OFF
MA_YT3449,sathyam ethra naalu kazijalum purath varum,NOT
MA_YT3450,ithupole 100 kanakin jolimar und keralathil,NOT
MA_YT3451,veetil poyappo areyum kandillayirunno.soup onnum kittile,NOT
MA_YT3452,jolik olymURL lu medal kittya pole ayalla eeshwara,NOT
MA_YT3453,joliye vazthapettavalayi prakyaURL ennam ente oru idh,NOT
MA_YT3454,bhudi kooduthal ullavare ippo manorogi akunn,NOT
MA_YT3455,kurach ulup koode venam kettoda koppe,NOT
MA_YT3456,swantham veetil enthelm nadakumpol ith pole paripadi cheyyanam kettoda punnare mone,OFF
MA_YT3457,joliyude adivasthrathine alav vare undallo ivanmarudel,NOT
MA_YT3458,joli upayogicha brush enganum kittyo manjarame,OFF
MA_YT3459,ithokke theerthum anavashyamaya karyam anu veruthey negative publicity,NOT
MA_YT3460,ethra kroora manasa avaludethâ€¦avaloru URL,OFF
MA_YT3461,enthonade ith veruURL oru paridi ille. Maman mapilade swiz bank account poyi thapp,OFF
MA_YT3462,ivarude kanikal kanda thonnum e veetila gandhiji janiche ennu,NOT
MA_YT3463,10 thalayanu ivan thani ravanan sunny kutta,NOT
MA_YT3464,nadine natikan evarude oru mama madyama pravarthanam,OFF
MA_YT3465,nananm ilallo alillatha veetil poyi alavan ,NOT
MA_YT3466,pandathey fire enna masikak ithinekal nilavaram undayirunnu manjarame,OFF
MA_YT3467,pennorumbettal ennu kettite ollu ippo kandu,NOT
MA_YT3468,amma enna chintha ni maranallo,NOT
MA_YT3469,ingane pokki kanikan aval athra valya nalla karyam onnum allalo cheythath,NOT
MA_YT3470,eda oochalikale pani ille valla thoyilurraURL po,OFF
MA_YT3471,arum sancharikatha vayikalilude sancharichulla mama madyama dharmam,OFF
MA_YT3472,vere pani ille e vaka viyupukalude details anweshichu nadakan. Ith oru kochu pusthakam ayi mari,OFF
MA_YT3473,ethreyum petten anweshanam manoramaye elURL,NOT
MA_YT3474,a ayalvasi oru kozhi anu avan ellam ariyalo,OFF
MA_YT3475,eni avasanam joli de charithram pada pusthakathil varumo?,NOT
MA_YT3476,a background music itta oolak kurach payasam koduk,NOT
MA_YT3477,swantham mudi valarthan kayiyatha jolsyan,OFF
MA_YT3478,ivanonnum vere paniyille joliyude chanakam koran nadakunnu,OFF
MA_YT3479,media ithrak tharam thayan kayiyumo,NOT
MA_YT3480,nishkalankatha ullavar ippoyum bhoomiyil und,NOT
MA_YT3481,ithupole ulla oru sakshi mathi irikatte oru kuthirapavan,NOT
MA_YT3482,amma enna sangadanayod poda pulle ennu paranja alanu thilakan,NOT
MA_YT3483,dileep kodum visham ennu adesham paranjath valare sheriyanu,NOT
MA_YT3484,peruthachanayirunnu sheri ennu ippo manasilayi,NOT
MA_YT3485,etho lokha nethav janicha sthalam pole anu ivarude reporting,NOT
MA_YT3486,oru masathinulla ellin kashnam kittiyallo manjarame kashtam,OFF
MA_YT3487,4-3um 7 cinema cheytha idavela babu enna fraud ne enthin secretary aki,OFF
MA_YT3488,keralathile cinema megalayile mafia dileep verum chettayanu,OFF
MA_YT3489,mamooty megha star alla frustrated star anu,OFF
MA_YT3490,adheham anne paranju dileep verum chettayanennu,OFF
MA_YT3491,areyum pedikathe thantedathode karyangal parayunna oru nadane undayitollu,NOT
MA_YT3492,idhehamanu sheri ennu kalam theliyichu,NOT
MA_YT3493,e johny lukas ammayude mama panikaran anu avante oru kopURL chiri,OFF
MA_YT3494,dislike cheythavare ningalude avastha kashtam thanne,NOT
MA_YT3495,Thilakan sirnte cheruURL var ayikan ulla yogyatha polum ippo ulla e narikalk illa,OFF
MA_YT3496,da kalla dileepe ni vanna vazhi maranalloda,NOT
MA_YT3497,pottan..a pennu potty anennu manasilakan avan 3000 eURL venam,OFF
MA_YT3498,avan office ano atho chayakada ano?,NOT
MA_YT3499,original anennu paraye illa athrak artificial ayittund,NOT
MA_YT3500,sujo entho sampavam anenna avalude vijaram namukalle ariyu avan pottananennu,OFF
MA_YT3501,avthar reshamak ivde haters undo,NOT
MA_YT3502,ni adyam poyi thala cheevi pen kalanju vadi ennit premikam,NOT
MA_YT3503,reshma veruthey main akan nadakanatha pavam chammmi poyi,NOT
MA_YT3504,ningal romance kalik njangal troll idamâ€¦rand moyanthukal,OFF
MA_YT3505,kona kona kona enit pode paper vazhakal,OFF
MA_YT3506,idhilum bedam venadinu thala vekkunatha avalde oru premam,OFF
MA_YT3507,e divya pranayam kand romam enittu ninnu salute adikunnu,NOT
MA_YT3508,e marapazhine okke eduth purath idu avalde oru kona,OFF
MA_YT3509,malayalam serail nirthalakiyal nanayirunnu,NOT
MA_YT3510,mounaragam alla e serial manorogham anu,NOT
MA_YT3511,pavapetta veetile penungalkum makeup nu oru kuravum illa,NOT
MA_YT3512,asianet chanel oru maha durantham anu,NOT
MA_YT3513,ingane oru konthan avalude oru muri english veruth poyi,OFF
MA_YT3514,enthu prahasanam anu saji ith,NOT
MA_YT3515,edo panna editora janangalk ishtalla URL enthina e kiduthap kanikane,OFF
MA_YT3516,sreeni and pearley anennu paraye illa ultra flop,NOT
MA_YT3517,ithentha udaip mrg beuro and adho big bosso,NOT
MA_YT3518,video dislike adichu theriURL pillere,NOT
MA_YT3519,sujoye premikunaval psycho akum athurappa,OFF
MA_YT3520,randum ore achilitt vartha oolakal,OFF
MA_YT3521,pennalan enne insult cheythey paranjirpanu,OFF
MA_YT3522,veena oru gundayanu oru nayinte patty molu,OFF
MA_YT3523,aa veena montha kuthy veena madiyarn,NOT
MA_YT3524,lalappa ni oliURL oliURL polipikuvanallo,OFF
MA_YT3525,kushtarogam URL ninte thanthakadi,OFF
MA_YT3526,thani colony anu manjuâ€¦laletta enik orma illa enna abinayam,OFF
MA_YT3527,a thadichi pandam shudha criminal anu ,OFF
MA_YT3528,aa pavam kannetan ivale engane sahikunnu avo,NOT
MA_YT3529,avalepole vrithiketta chinthakal ulla oru sthree ithil thudaran padilla,OFF
MA_YT3530,enth koURL paruvadi anu lalappa vila kalayalle,OFF
MA_YT3531,lal varumpol enthoru pavam anu manju enthoru nishkalankatha,NOT
MA_YT3532,veena rakshasi arya poothana,OFF
MA_YT3533,enthanelum moothavare bahumanikan padikedi pulle,OFF
MA_YT3534,BB le ettavum valiya fake veena anu,NOT
MA_YT3535,ivalk ithu pora avalude konjal angot poyi kitty,NOT
MA_YT3536,avalude konjiyulla laletta vili ketale ariyam aval udaip anennu,OFF
MA_YT3537,kanda aruvaichikale okke ketty ezunulli showil kond vannal ingane akum,OFF
MA_YT3538,samskaram thottu theendatha kore ennam,OFF
MA_YT3539,lalappan pora lal salman khane kandu padikanam,OFF
MA_YT3540,daya nice ayit manjunte achane smarichu,NOT
MA_YT3541,swanthamayi chinthikan vivekam illatha kazutha anu veena,OFF
MA_YT3542,pearle sreenish kalikuva valla murikilum keru %$^%$,OFF
MA_YT3543,e kootharakale URL purathakan arum ille ivde,OFF
MA_YT3544,randu perum nalla matcha pallinte karyathil,NOT
MA_YT3545,ivarude romance kanditt chardikkan varunnu,NOT
MA_YT3546,veenayeyum aryayeyum pur athakenda smayam adikramichirikunnu,NOT
MA_YT3547,veshyanette njangalude kshema pareekshikaruth,OFF
MA_YT3548,veena enth nariya kali anu kalikunath..a thalla sir ne poolil itte,OFF
MA_YT3549,aryude achan anu big boss ennu thonunnu,OFF
MA_YT3550,arya koode ninna veenaye chathichu.,NOT
MA_YT3551,aryak nannayi abinayikan ariyam..karyam kanan achane vare maty parayum,OFF
MA_YT3552,e oola enthokkeya parayunath,OFF
MA_YT3553,thrissur njangal tharoola,NOT
MA_YT3554,"ithrem vivarom illathoru manushyan, bloody jathiyoli",OFF
MA_YT3555,tholkum ennu urapundayittum thallinoru kuravum illa,NOT
MA_YT3556,"iyale sherik pradanamanthri akanam, thirichariyan vyki porukanam",NOT
MA_YT3557,e pottanu vote cheyunavare thallanam,OFF
MA_YT3558,Suresh etta ningalude vijayam urapanu,NOT
MA_YT3559,Sureshetta thrissur itha thanirikunnu njangal,NOT
MA_YT3560,nalloru alayirunnu ellam poyi,NOT
MA_YT3561,ithu commisioner cinema alla,NOT
MA_YT3562,thakarthu adipoly speech,NOT
MA_YT3563,thrissur eduthitt pongunilla,NOT
MA_YT3564,enikum thrissur venam,NOT
MA_YT3565,kodiswaran kand veendum edukan ivde vannatha,NOT
MA_YT3566,Angane trsr adima goURL poyilla,OFF
MA_YT3567,njangal ninne oyivaka njangalk ninne venda,NOT
MA_YT3568,tsr oke kittilo le,NOT
MA_YT3569,enit thrissur kittyo ilallo,NOT
MA_YT3570,Adutha vattam edukam namuk ketto,NOT
MA_YT3571,thrissurkar nashtapedutharuth e manushya snehiye,NOT
MA_YT3572,communist keralathilum illathakum begalile pole,NOT
MA_YT3573,ith ano mass cinema,NOT
MA_YT3574,Njangalk ninne venda ni njangale edukanda  mone,NOT
MA_YT3575,Thrissur ennit thirich kodutho,NOT
MA_YT3576,enna thengaya ivan parayunne,NOT
MA_YT3577,suresh goURL edukan marannu poyallo,NOT
MA_YT3578,Prathiba alla prathibhasamanu,NOT
MA_YT3579,ayoo chirkan vayye,NOT
MA_YT3580,ith keralamanu enna bodam illathe anallo samsaram,NOT
MA_YT3581,ivan puzhu arichu marikkum urapanu,OFF
MA_YT3582,aloorine eduthitt perumariyal kore criminal case thelikam,OFF
MA_YT3583,kuttavali chirich rakshapedumpol nisahayathayode karayunna oru kudumpam und,NOT
MA_YT3584,e chekuthanekal bhudiyulla oru police officerum ille?,OFF
MA_YT3585,avasaram kityal e poorane thallikollan njan ready,OFF
MA_YT3586,evan oru kopum alla pathrakar thalli marikunnu,NOT
MA_YT3587,adyam e aloorne thooki kollanam,OFF
MA_YT3588,eyalde peru aloori ennakanam,NOT
MA_YT3589,eyale mikyavarum arenkilum thalli kollum,NOT
MA_YT3590,dayav cheyth ayale pokki ndakallle,NOT
MA_YT3591,eyal URL undayathano ennoru samshayam,OFF
MA_YT3592,oru naal aloorum veeyum,NOT
MA_YT3593,parchil kettal thonum iyal vadicha kesukal onnum parajayapetitilla ennu..iyal mumbai le bishakarude case vadikunna alanu,NOT
MA_YT3594,e patty yude photo kanikalle,OFF
MA_YT3595,iyalk manasika rogam anennu thonnu,OFF
MA_YT3596,kallanmarkum kolayalikalkum kodum kallan,OFF
MA_YT3597,ningale pole ulla madyamangal anu ivane ingane pokki nadakunath,NOT
MA_YT3598,ivan valla kolla sangam URL pari sangamo okke kanum,OFF
MA_YT3599,kallanmare thiranju URL rakshikunna mahan,OFF
MA_YT3600,chekuthante kootu URL aloor,OFF
MA_YT3601,ivane polulla narikal anu puthu thalamurak kuttam cheyyan preran nalkunath,OFF
MA_YT3602,ivante andyavum ith pole akum polayadi mon,OFF
MA_YT3603,poonayil ninalla poonathil ninnanu paranari,OFF
MA_YT3604,athan india narikal ennum  uyarathil,NOT
MA_YT3605,ivan okke thantha undayirunno,OFF
MA_YT3606,e poomon sherikum indiakaran ano ennu anweshikanam,OFF
MA_YT3607,ivanokke kittan ullath kittumbol padikum,NOT
MA_YT3608,kolayali kuttam samadichal ivan URL avde entha karyam,NOT
MA_YT3609,Ayal case vadikunathin ninak okke enthada prashnam,NOT
MA_YT3610,kuttavalikalude theetam thinnuna aal anu aloor,OFF
MA_YT3611,veenak financial problem undel number agent  nu koduk,OFF
MA_YT3612,Corona ivare kandal pedichu pokum,NOT
MA_YT3613,ivalmark nalla troll kittanam,NOT
MA_YT3614,shoo abadathil keritha patte shokam ayi poyi,NOT
MA_YT3615,Thalayana manthram urvashy arya cheeep,OFF
MA_YT3616,Ningalod verup mathram,OFF
MA_YT3617,Arya chechiye enik valya ishtanu.mosham paryunavarod poyi pani nokan para,NOT
MA_YT3618,suresh goURL ennu 100% urapanu,NOT
MA_YT3619,thrissur ippo kittum vayum polich irunno,NOT
MA_YT3620,third prize suresh goURL pokum,NOT
MA_YT3621,ingerude tholvik shesham id kanunnavar undo,NOT
MA_YT3622,ithil orupad kolapathagangale kurich parayunund appo bjp areyum konitille,NOT
MA_YT3623,judge ne modikum amitinum kollam anneram ninte vayil pazham ayirunoda nari,OFF
MA_YT3624,Chumma ith kandapol oru comment idanam thonni,NOT
MA_YT3625,oru comment polum illa ivark support cheyth,NOT
MA_YT3626,ottum sangadam illa mmanasilayi,NOT
MA_YT3627,Aly ninta achanu illatha nanamo,OFF
MA_YT3628,Ninta achan atho mamanta koode pona njan kanduâ˜º,NOT
MA_YT3629,@USER Jk noot thandhayulla nee chilakkanda chette. . . thallayod chothich nokk,OFF
MA_YT3630,Ithrem Patti thayoli ano ente lalettan,OFF
MA_YT3631,Mikkka singersum bandum live performancil avar thanne cheyydha studio recording aanu vekkunnadh .... Malayalathil kuravanengilum und.... Endhinere nammude Justin Bieber thanne Mikka livum recording aanu...adhu kond idhu vellya thett ayittu Enikk thonnunilla,NOT
MA_YT3632,Eee yerpaad nirthenda samayam athikramich kazhinju,NOT
MA_YT3633,Dare 206 poda...polayadi monee...ninte appante kunna pottich vannavan alla da ...nee..,OFF
MA_YT3634,Evededda myreee..nee naatill..aaanungale poolee..Peru kanichitt theri parayan..VA da...oombaaa...po poi adyam ninte thallayodu ninte thantha aaranenn arinjittt vannit chelakkan va da..,OFF
MA_YT3635,Lalisam...edits...cheythathu...ethu..kunnedaaa...myreaa.....lalettante...umbikodaaa....pelayadimoneaaa,OFF
MA_YT3636,ChodyAm planned aayi audiencine elpURL chodikkan,NOT
MA_YT3637,Sathyam bayankara thantedamm thanneee,NOT
MA_YT3638,Njnum nth sadanama ath nte eeshoyaeeee.....hny rose te place njn vallom arnel....ðŸ˜¡ðŸ¤¬,NOT
MA_YT3639,Njaghalude haniye haras cheyyathe ezhunnettupodi,OFF
MA_YT3640,Athenne ool aaranna olde vicharam ðŸ™„ðŸ™„,NOT
MA_YT3641,Paisa koduth chaiURL annðŸ˜…,NOT
MA_YT3642,Aa question chodikuna penninnde monda pona pok kando ..ðŸ˜†ðŸ˜†,NOT
MA_YT3643,Njn kanditundu.. Bigboss le aa alavalathi reshma.. Keralathile eettavum ahankarai,OFF
MA_YT3644,"Ithokke neerathe scripted aaya questions aan bro, audience il chilar Paid Actors aan. Athaan ee program. 2 ennam kodukendath naanam illathe onnum ariyatha poole irikunna nadirsha kum Program producer num aan... Sathyam aaya karyam aan bro..",NOT
MA_YT3645,"Avale oke koch enn vilikan engane thoni bro ? Personality um alamb ,kananum alamb ,ayye entoru combination ðŸ¤®",OFF
MA_YT3646,Enik thonnunnu chodyam choychavalk famous aakan vendiyanu enagne okke choychathennu,NOT
MA_YT3647,@USER Metha njn Suraj sir nte interviewil Vanna kuttinte video kandindarnnu. Eee channel trp kk vendi oronn kaanichkoodanatha,NOT
MA_YT3648,"Sarikkum aa penkuttya ahangari..chodyam chodikkunna reethi,kalilmel Kal vechittulla iruppu..otta adi vech kodukkana thoniya..ðŸ˜",OFF
MA_YT3649,Nannum kanarund veendum veendum mridula imitating.,NOT
MA_YT3650,Bro njnm kandathahn pakshe 3.7k aalkkaril ninne enne engene ariyu dislike aanel onnne ollllu ath njnan,NOT
MA_YT3651,Kand kayinju ninte comnt kandappaya year nokiyeðŸ˜ðŸ˜œ,NOT
MA_YT3652,Aadhyamayita oru commentin ithrayum like kittane ðŸ˜,NOT
MA_YT3653,Anchor lakshmiye kanan aaanu pen vesham ketiyapole ille..soookshichunokumbol sarikum ðŸ‘,NOT
MA_YT3654,E sadika arannu enike epozhum doubt anu,NOT
MA_YT3655,Kandit kurach naal kazhinj veendum orth veendum veendum kandavar undo... ðŸ˜…ðŸ˜…ðŸ˜‚,NOT
MA_YT3656,moopark english theri ariyathath a penninte bhagyam allenki kudumbadakkam vilichene,NOT
MA_YT3657,Ayudam illatavana acramikunnate shariyallaðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,NOT
MA_YT3658,"vpn mp Samskaram illathe himare, nee thirichu schoolilu poda. ðŸ¤£ðŸ¤£ðŸ¤£",OFF
MA_YT3659,aa theri vili malayalam channelil nadakkum puratt poyi vilichal tirichum vilikkum,NOT
MA_YT3660,kuttikku malayalam ariyilla ennu thonnunnu,NOT
MA_YT3661,Ingerude kali poonjarinu appurathu pokilla..ingere prime minister aakiyalulka stithi onnu alochilkane..,NOT
MA_YT3662,Poyitt vaa chettaa Best wishes Chetaa,NOT
MA_YT3663,Shani pwoliyan avar eliyanonnum parannu kalayalle saho.PC Georgin enthayalum kittendath kitti athum oru penninte aduthn,NOT
MA_YT3664,biju kokkadu avalude poor tharikkukayaanu. Keralathilaanangil Joseph onnu shower chydene. But rajeev chanrashekarum arnab goswamiyum.oombi oombi thazachadaanu. Josephinu URL,OFF
MA_YT3665,"Anchor over aanu, english ariyunavarude aduth ee kali nadakkilla",NOT
MA_YT3666,hehe...oru translator undarunnel avle keeri ottichene pulli,NOT
MA_YT3667,BJP yude vaalaatti aaya arnab aano subruthe puli..,OFF
MA_YT3668,English ariyanam ennnu nirbandham onnum illa.,NOT
MA_YT3669,sathyam... pakshe oru mla vivarakkedu vilichu parayaruth,NOT
MA_YT3670,Achooda ...eng samsarikunna kerala politicians inte ennam onnu parayavo?,NOT
MA_YT3671,aa oola cow swameene enthina da ente ethiraaliyaakkunnath? ninakkenda ennodu valla virodhavum undo?,OFF
MA_YT3672,Aravind T K URL ini hindhune koode avasanam kuttam parayum eyal valiya vargheeya vadhiya evide Cristian booribaksham alukal undayal Ivan mekit kerum,NOT
MA_YT3673,Kandavane okke appanennu vilikkunna appanillathavan avasaravadi,OFF
MA_YT3674,Ivanokke pakka rashtreeya kaaluvaari aanu...ðŸ˜¤ðŸ˜¤ðŸ˜¤,OFF
MA_YT3675,Athinu Nair ennu enthin parayunne puliyadi mone,OFF
MA_YT3676,Shajil S ChentrapURL kayuthakal ningalepole pithrutham polum nishedhikuna yukthivadikal,OFF
MA_YT3677,Aaa.. dialogue delivery aaa presentation...adipoli..iyaalu serikkum kumbidi aanu,NOT
MA_YT3678,phone call kettu alle hahaha...,NOT
MA_YT3679,ella mathangalum mahathwamullathu thannr,NOT
MA_YT3680,Aa muthan pudhiya clip kett nokðŸ˜ðŸ˜ðŸ˜ thandha ethra ennu enni thittapeduthan para kalla panna polayaadi mon pc ..,OFF
MA_YT3681,Parama thendi kallan enna tholikattiya ule.nanamundo pc,OFF
MA_YT3682,Nabi sallalahu ali vasallam ann paranju paranju ningalum eslamilak athunna road ann kanunnath eslamine nannakan allavarum,NOT
MA_YT3683,Eslam ne nannakan ellavarum varunnu nallakaryam manassil ulla snehaman thulumbunnath allam nallathin Ameen,NOT
MA_YT3684,Daa pooo mone muslim karyam nammal nokkum undakkan vannirikunju,OFF
MA_YT3685,Eppazhum ethu thanne parayanam,NOT
MA_YT3686,@USER king ðŸ˜‚ ithilum valiya reply PC yude vaayil ninnu maathram... ðŸ™,NOT
MA_YT3687,Eda polayadimone rasoolinekkurichu oraksharam mindaruthu nee naye....!!!,OFF
MA_YT3688,haha haha ippo phone tapURL kettittu varuva...oro comedy...,NOT
MA_YT3689,Idhonn pin valikkanam plsss Eee chetta kavikonam itta chanaka sanki yanðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž,OFF
MA_YT3690,ethu polleyulla kallaparishakale vishwasikkaruthennum quran saramshanundu,OFF
MA_YT3691,Adutha election munnil kande.oru maple kakkanum orikilum charilla.pakshe ivar2team Hindu vaite URL yojikkum.,NOT
MA_YT3692,Ivane..kunichu.nirtty...kunna..edutt..vaayil...kodukkanam..ennitt...chapURL,OFF
MA_YT3693,"Thani thara rashtreeya kausalakaaren, ivante vakoke kettirikunnavare thallanam",OFF
MA_YT3694,ente ponne iyala pachaykk meen varayunnath pole varanj mulak purattanam,OFF
MA_YT3695,Punnarilla janangal ivanta konam manasilakie ini avanu avda pullu Vila aayirikkum,OFF
MA_YT3696,Ninakku kakkamarozhichullavarellam BJP anu.ninte kayyil vechal mathi.Ivide chilavakathilleda.,OFF
MA_YT3697,Shaaniye polulla maadhyama pravarthakar ellankil palathum ennu nammal arinjillennu Varum .Jai shaani,NOT
MA_YT3698,puli murugan lobiye pedichitta pere vekate ini valla kalla kesilum kodukkiyalo...,NOT
MA_YT3699,Othiri vazhthapedenda film allairunnu pulimurukan sathyathil athil enthanu ullath enik ithvare manasilailla,NOT
